seed,act1,act2,ratio,layout,hidden,lr,epochs,loss,status,seconds,train_acc,val_acc,val_f1,test_acc,test_f1,best_val_acc,best_val_epoch,epoch_loss,epoch_train_acc,epoch_val_acc,epoch_val_f1,test_confusion
1,relu,relu,0,interleave,256,0.003,10,ce,ok,188.269,99.6156,98.04,98.043,98.13,98.1055,98.04,10,0.405037|0.152255|0.10237|0.0759395|0.0572367|0.0442252|0.0357768|0.0265124|0.0198383|0.0146743,88.3533|95.4844|96.8956|97.6756|98.2311|98.6467|98.9356|99.1956|99.4244|99.6156,94.66|96.04|96.94|97.44|97.16|97.36|97.58|97.62|97.92|98.04,94.6364|96.0412|96.9333|97.4308|97.1647|97.349|97.5838|97.6212|97.9116|98.043,950|1|1|1|1|0|6|0|2|1|0|1157|1|1|1|0|0|2|2|0|1|3|949|3|2|1|2|3|1|4|0|1|5|1003|0|16|0|4|3|1|0|0|3|0|976|1|3|0|1|10|0|2|3|3|1|848|6|0|4|2|3|1|0|1|2|1|983|0|0|0|0|1|7|4|4|1|0|1016|1|11|3|2|4|3|1|3|4|1|959|2|2|0|0|1|5|2|0|6|2|972
3,relu,relu,0,interleave,256,0.003,10,ce,ok,188.281,99.5822,97.98,97.9812,97.98,97.9604,98.02,8,0.400169|0.151289|0.10071|0.0736397|0.056352|0.0449914|0.0348803|0.0255971|0.0198496|0.0150955,88.6|95.54|97.0067|97.7133|98.2844|98.6178|98.9444|99.2733|99.4222|99.5822,94.7|95.64|96.62|97.58|97.54|97.78|97.76|98.02|97.82|97.98,94.7009|95.6386|96.6293|97.5813|97.5496|97.7845|97.7614|98.0196|97.8171|97.9812,955|0|1|1|1|0|2|0|2|1|0|1156|1|1|2|0|1|3|0|0|2|4|946|3|6|1|5|1|1|0|0|2|5|1004|1|9|0|6|4|2|0|0|2|0|979|1|3|2|1|6|1|2|2|7|1|843|4|0|4|5|4|1|0|0|2|3|980|0|1|0|0|1|8|2|7|0|0|1015|1|11|3|7|3|3|1|3|2|0|956|4|4|1|0|1|9|2|0|7|2|964
2,relu,relu,0,interleave,256,0.003,10,ce,ok,188.39,99.5778,97.64,97.6388,98.08,98.0571,97.74,8,0.405995|0.148647|0.100171|0.0742431|0.056976|0.0444975|0.0349471|0.0266803|0.0218275|0.01582,88.0889|95.5622|97.0689|97.7|98.2622|98.6333|98.94|99.2311|99.3667|99.5778,94.62|95.66|96.58|96.6|97.48|97.62|97.62|97.74|97.6|97.64,94.6006|95.6457|96.5679|96.6286|97.4751|97.6159|97.6194|97.745|97.6016|97.6388,951|0|2|0|1|0|3|0|4|2|0|1155|1|1|1|0|0|3|3|0|1|3|948|6|3|0|2|4|1|1|0|2|4|1014|0|6|0|5|1|1|0|0|2|1|975|0|6|2|1|7|0|1|4|10|0|839|5|1|4|5|3|1|0|1|2|2|980|0|2|0|0|0|6|2|1|0|1|1027|1|7|3|5|3|8|1|3|3|1|950|5|4|0|0|5|5|2|0|3|2|969
4,relu,relu,0,interleave,256,0.003,10,ce,ok,188.438,99.5733,97.64,97.6424,97.52,97.4751,97.94,9,0.406889|0.153139|0.103686|0.0757027|0.0592233|0.0448626|0.0350228|0.0283977|0.0215151|0.0154747,88.12|95.3644|96.9689|97.7444|98.1978|98.7022|98.9822|99.12|99.3644|99.5733,94.22|95.74|97.1|97.04|97.5|97.76|97.86|96.8|97.94|97.64,94.2078|95.7286|97.096|97.0264|97.4948|97.7479|97.849|96.835|97.944|97.6424,952|0|0|0|1|3|4|0|0|3|0|1154|1|2|0|1|0|4|2|0|1|4|911|19|2|5|7|7|11|2|0|2|3|994|0|23|0|6|1|4|1|0|2|0|967|3|9|2|2|8|0|0|0|2|0|862|2|0|1|2|2|1|0|1|2|6|979|0|0|0|0|1|4|2|2|2|0|1027|1|6|3|5|1|9|0|19|1|1|938|5|3|0|0|1|3|11|0|4|0|968
5,relu,relu,0,interleave,256,0.003,10,ce,ok,188.225,99.5956,96.98,96.978,97.23,97.1945,97.64,9,0.399602|0.151514|0.101912|0.0751908|0.0576254|0.0458965|0.0349296|0.0284052|0.021387|0.0157186,88.54|95.58|96.9133|97.7956|98.2311|98.5689|99.0067|99.1|99.3822|99.5956,94.36|96.18|96.9|97.12|97.4|97.38|97.2|97.4|97.64|96.98,94.3392|96.1734|96.8975|97.1129|97.3981|97.3827|97.2042|97.3969|97.6444|96.978,952|0|0|0|1|0|5|1|2|2|0|1153|3|0|4|0|0|4|0|0|3|2|948|2|7|0|4|3|0|0|0|3|12|975|1|23|0|5|13|1|0|0|2|0|987|0|3|0|1|1|0|0|2|0|2|854|5|0|4|2|3|0|0|0|2|3|983|0|0|0|1|0|9|0|7|0|0|1026|1|1|4|4|2|1|6|2|7|3|952|1|3|0|0|1|70|9|0|12|2|893
6,relu,relu,0,interleave,256,0.003,10,ce,ok,188.227,99.6067,97.8,97.8047,98.14,98.117,97.86,9,0.406407|0.148531|0.0989402|0.0726041|0.0534224|0.0423377|0.0326957|0.024584|0.0189871|0.014336,88.3067|95.5267|97.0311|97.8156|98.3756|98.7244|98.9933|99.2556|99.4289|99.6067,94.28|96.26|96.76|97.02|97.26|97.44|97.34|97.64|97.86|97.8,94.2498|96.2508|96.7496|97.0173|97.2507|97.452|97.3581|97.6494|97.8586|97.8047,949|0|1|0|1|0|4|0|4|4|0|1155|1|0|2|0|0|3|3|0|1|1|947|5|2|2|1|5|3|2|0|0|6|1006|0|12|0|4|3|2|0|0|3|1|968|1|5|2|2|12|0|2|1|3|0|855|1|0|3|4|2|1|0|0|2|3|978|0|5|0|0|0|4|2|3|0|0|1030|0|6|3|3|2|6|0|5|1|1|957|4|3|0|1|4|3|3|0|6|1|969
2,tanh,tanh,0,interleave,256,0.01,10,ce,ok,216.653,99.7444,97.64,97.6456,97.93,97.9015,97.64,10,0.324077|0.153362|0.105056|0.0784629|0.0620348|0.0458463|0.0324797|0.0248365|0.0169967|0.00887217,90.3911|95.3622|96.7867|97.5511|97.9867|98.5244|98.9844|99.1578|99.4667|99.7444,94.54|96.06|96.38|94.58|96.96|97.32|97.34|97.26|97.48|97.64,94.5214|96.0501|96.3659|94.6538|96.9561|97.3201|97.341|97.2689|97.4917|97.6456,949|0|2|1|1|0|3|0|5|2|0|1158|1|0|1|0|0|2|2|0|1|2|944|4|4|0|2|3|8|1|0|1|5|1008|1|9|0|3|5|1|0|0|6|1|970|0|8|2|1|6|0|2|2|9|1|833|5|0|7|10|2|1|0|0|2|4|980|0|2|0|0|3|5|3|4|0|0|1017|2|11|1|6|1|2|1|0|1|1|967|2|2|0|0|3|10|1|0|4|3|967
1,tanh,tanh,0,interleave,256,0.01,10,ce,ok,217.672,99.6733,97.74,97.7334,97.88,97.855,97.76,9,0.322815|0.153042|0.106383|0.0790242|0.0593599|0.042663|0.0330978|0.0230383|0.0164205|0.0101671,90.28|95.3311|96.7156|97.5378|98.0711|98.6178|98.9222|99.2133|99.4378|99.6733,94.56|94.48|96.6|97.46|97.2|97.18|97.34|97.58|97.76|97.74,94.5253|94.493|96.5778|97.4486|97.2028|97.1808|97.3371|97.5684|97.7543|97.7334,942|0|4|0|1|1|6|0|5|4|0|1150|1|0|4|0|0|8|1|0|0|1|944|4|3|1|7|3|6|0|0|1|3|1005|1|10|0|7|3|3|0|0|1|0|976|0|5|2|1|9|0|0|1|5|1|849|5|0|5|3|1|0|0|0|3|4|981|0|2|0|0|0|7|1|2|1|0|1023|1|10|2|4|1|4|0|9|2|2|954|4|1|1|0|1|7|4|0|10|2|964
3,tanh,tanh,0,interleave,256,0.01,10,ce,ok,217.408,99.6422,97.68,97.6836,97.8,97.7679,97.88,9,0.320742|0.154393|0.109041|0.0794417|0.0605862|0.0467826|0.0344597|0.0242027|0.0172372|0.0123991,90.3644|95.4|96.6822|97.4644|98.0644|98.4978|98.8711|99.2178|99.4533|99.6422,94.38|95.82|96.54|97.06|97.2|96.96|97.3|97.78|97.88|97.68,94.4017|95.8073|96.5567|97.0662|97.2007|96.9671|97.3033|97.7937|97.8951|97.6836,954|0|0|1|1|4|0|0|2|1|0|1155|1|0|3|0|0|3|1|1|1|3|930|10|5|1|4|6|8|1|0|1|3|1000|0|16|0|8|2|3|0|0|1|0|976|1|4|2|1|9|0|2|2|5|1|847|3|0|7|2|1|0|0|0|2|5|980|0|3|0|0|1|1|1|6|1|0|1027|2|6|3|4|4|3|2|6|1|1|952|6|1|0|0|2|10|3|0|13|2|959
4,tanh,tanh,0,interleave,256,0.01,10,ce,ok,217.841,99.6733,97.78,97.7792,97.62,97.5826,97.78,10,0.325066|0.153914|0.108168|0.0807471|0.0615956|0.0445085|0.0354631|0.0245212|0.017288|0.0111959,90.3089|95.4022|96.6578|97.4422|97.9933|98.5244|98.8267|99.2133|99.4467|99.6733,94.32|95.54|96.76|97.08|96.96|97.14|97.12|96.6|97.4|97.78,94.318|95.5247|96.7444|97.0663|96.9552|97.1288|97.1275|96.6217|97.414|97.7792,943|0|0|1|1|7|3|0|4|4|0|1154|1|0|4|0|0|2|2|1|0|2|940|10|3|2|2|5|5|0|0|2|3|1000|1|18|0|4|4|1|0|0|3|0|958|0|11|5|3|14|0|0|3|11|0|846|4|0|2|3|1|1|0|0|3|5|980|0|1|0|0|1|5|0|2|2|0|1021|1|13|2|3|2|3|2|7|1|2|957|3|1|0|0|4|8|4|0|8|2|963
